id,created,url,title,content,tags,product,locale
1286074,2020-05-04 16:18:26 -0800,https://support.mozilla.org/questions/1286074,When I try to login to my Bank of America account the password box is permanentl,"May 4, 2020.  I am using the current Firefox on a new MacBookPro laptop with the current MacOS.  I tried to login to my Bank of America account and the password box is permanently grayed out.  So I cannot access my BoA account.  Safari works fine. ",firefox-750;other;desktop;mac-os;,firefox,en-US
1286075,2020-05-04 16:54:17 -0800,https://support.mozilla.org/questions/1286075,Upgrading to Windows 10 seems to have deleted ALL my stored passwords on Firefox,"I have two Firefox accounts. One of them was logged in and saving all my logins and passwords like normal, all was good... Then I did a Windows 10 upgrade, and these passwords are nowhere to be found on either of my accounts. I thought that these were saved to the account not the...",firefox-750;sync;desktop;windows-10;,firefox,en-US
1286076,2020-05-04 17:14:05 -0800,https://support.mozilla.org/questions/1286076,Several Facebook operations are missing starting May 3 but are okay if I use Saf,"Beginning May 3, Facebook is not functioning fully on Firefox.  In my groups, including the one for which I am the administrator, the space that displays at the top of the feed and reads, ""Write something..."" is missing. This means I cannot post to the groups. I can post to my pe...",firefox-750;desktop;fix-problems;mac-os;,firefox,en-US
1286077,2020-05-04 17:31:00 -0800,https://support.mozilla.org/questions/1286077,"How can I tell if iCloud.com does not allow for passwords to be saved in FF, for","How can I tell if iCloud.com does not allow for passwords to be saved in FF, for security reasons? . . . I think this must be the reason . . . I'm using the latest, up-to-date versions, of Win 10 and FF https://www.icloud.com/ Usernames and passwords are not saved . . . https://s...",firefox-750;websites;desktop;windows-10;,firefox,en-US
1286078,2020-05-04 17:36:19 -0800,https://support.mozilla.org/questions/1286078,Firefox try's to open new tab before opening hoepage,Firefox try's to open new tab wasting 10 to 15 seconds before finally opening my homepage.   Thank's in advance! ,firefox-750;desktop;fix-problems;windows-10;,firefox,en-US
1286080,2020-05-04 18:38:09 -0800,https://support.mozilla.org/questions/1286080,Firefox won't stop prompting me for master password,"Hello, Long-time Firefox user here. I'm running Firefox (version 75.0, auto-updates enabled) on a Windows 10  (Version 10.0.18362 Build 18362) desktop PC. I'm using the built-in Firefox password manager, although as a general practice I do not log into it using my master password...",firefox-750;desktop;fix-problems;windows-10;,firefox,en-US
1286082,2020-05-04 20:14:24 -0800,https://support.mozilla.org/questions/1286082,How do I stop Firefox from saving the tabs from previous sesions?,How do I stop tabs from previous sesions appearing the next time I open Firefox? ,firefox-750;customize;desktop;windows-10;,firefox,en-US
1286083,2020-05-04 20:32:14 -0800,https://support.mozilla.org/questions/1286083,Restoring discarded tabs,"After needing to do heavy maintenance due to a malware/malvertising issue that cropped up, I needed to restart and refresh Firefox a couple of times. While all the tabs are still present, they are now ""discarded"". I am fully unable to restore them, currently. Googling has not giv...",tabs;firefox-750;desktop;windows-10;,firefox,en-US
1286084,2020-05-04 21:06:44 -0800,https://support.mozilla.org/questions/1286084,Cannot access forgotten/deleted website,"Some time ago I removed a website form the New Tab Top Sites list. I'm pretty sure I did it via the '. . . > Delete from history' option. At the time I got a warning message similar to 'This action cannot be undone'.  That was fine, but since then I cannot visit the website direc...",firefox-750;websites;desktop;linux;,firefox,en-US
1286085,2020-05-04 22:19:21 -0800,https://support.mozilla.org/questions/1286085,bookmarks changed,"Hi, Since yesterday, after changing my passwort for firefox account my bookmarks are totally changed into very old ones. Where from got Firefox these old bookmarks (2 or more years old) and how can I get back my actual list of bookmarks? ",bookmarks;firefox-750;desktop;mac-os;,firefox,en-US
