question_url, question_created, answer_url, answer_creator, answer_created
https://support.mozilla.org/questions/1279998,2020-02-16 09:53:16 -0800,https://support.mozilla.org/questions/1279998#answer-1290777,McCoy-thereal,2020-02-16 10:02:25 -0800
https://support.mozilla.org/questions/1279998,2020-02-16 09:53:16 -0800,https://support.mozilla.org/questions/1279998#answer-1290773,giraffekey,2020-02-16 09:57:49 -0800
https://support.mozilla.org/questions/1279994,2020-02-16 09:19:16 -0800,https://support.mozilla.org/questions/1279994#answer-1291095,jscher2000,2020-02-17 11:45:13 -0800
https://support.mozilla.org/questions/1279994,2020-02-16 09:19:16 -0800,https://support.mozilla.org/questions/1279994#answer-1290808,cor-el,2020-02-16 11:54:41 -0800
https://support.mozilla.org/questions/1279994,2020-02-16 09:19:16 -0800,https://support.mozilla.org/questions/1279994#answer-1290769,jscher2000,2020-02-16 09:30:24 -0800
https://support.mozilla.org/questions/1279992,2020-02-16 08:06:07 -0800,https://support.mozilla.org/questions/1279992#answer-1291012,jscher2000,2020-02-17 08:24:24 -0800
https://support.mozilla.org/questions/1279992,2020-02-16 08:06:07 -0800,https://support.mozilla.org/questions/1279992#answer-1290969,cor-el,2020-02-17 06:18:36 -0800
https://support.mozilla.org/questions/1279992,2020-02-16 08:06:07 -0800,https://support.mozilla.org/questions/1279992#answer-1290810,cor-el,2020-02-16 12:03:35 -0800
https://support.mozilla.org/questions/1279992,2020-02-16 08:06:07 -0800,https://support.mozilla.org/questions/1279992#answer-1290776,jscher2000,2020-02-16 10:00:48 -0800
https://support.mozilla.org/questions/1279991,2020-02-16 07:47:55 -0800,https://support.mozilla.org/questions/1279991#answer-1290754,fredmcd-hotmail,2020-02-16 08:14:15 -0800
https://support.mozilla.org/questions/1279984,2020-02-16 04:52:35 -0800,https://support.mozilla.org/questions/1279984#answer-1290876,mrperfect72,2020-02-16 17:57:36 -0800
